# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cpu_core/cycles/'
# Event count (approx.): 3777751798
#
# Overhead  Command  Shared Object      Symbol                                                                                                 
# ........  .......  .................  .......................................................................................................
#
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae682
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a729b52
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5fcc1b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d6b1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bb40
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a739dd1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1c5b7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6319b9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0e7a5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a700aa0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8984bf10
     0.01%  p2pd     p2pd               [.] runtime.mapassign
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c87150
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899741ca
     0.01%  p2pd     p2pd               [.] sort.pdqsort
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ca20d0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdc4d0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb21d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a222
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89861d8e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb02e
     0.01%  p2pd     p2pd               [.] net/http.(*persistConn).writeLoop
     0.01%  p2pd     p2pd               [.] runtime.(*mSpanList).insert
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0c580
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a04f3
     0.01%  p2pd     p2pd               [.] runtime.(*activeSweep).end
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e0487
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635d07
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7b6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72bdc6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994489c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952520
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1cd56
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a741a4b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a914
     0.01%  p2pd     p2pd               [.] runtime.(*pageCache).alloc
     0.01%  p2pd     p2pd               [.] runtime.convTslice
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d6fc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae7b3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a741a44
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/host/peerstore/pstoremem.(*memoryAddrBook).UpdateAddrs
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd47aa
     0.01%  p2pd     [cfg80211]         [k] nl80211_netlink_notify
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899430b8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ba3ab0
     0.01%  p2pd     p2pd               [.] runtime.newproc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f5e5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976a42
     0.01%  p2pd     p2pd               [.] runtime.read.abi0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dc67e
     0.01%  p2pd     p2pd               [.] runtime.newproc1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92f055
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a741a7a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f03a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ef3ec
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69992
     0.01%  p2pd     p2pd               [.] syscall.read
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6350a5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e0592
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae641
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69f49a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c84209
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898cc54b
     0.01%  p2pd     p2pd               [.] runtime.(*gcControllerState).startCycle
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8fb9d
     0.01%  p2pd     p2pd               [.] runtime.handoff
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c81ac9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d58b5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f131f4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a42e0
     0.01%  p2pd     p2pd               [.] runtime.notewakeup
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899454d5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b8787d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dcf90
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994c127
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60527
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994779e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b7656
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec6a3
     0.01%  p2pd     p2pd               [.] runtime.(*gcControllerState).heapGoalInternal
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a739d05
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0e69f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a947
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976640
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89942f05
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995bfe6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89978bc4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7419ea
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f65d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a791
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d690
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a08ba8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c4ab60
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a943a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cf7dc0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a77c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1c900
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a940
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a4297
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62e2c6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bb45
     0.01%  p2pd     [nf_conntrack]     [k] get_l4proto
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff91e0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e678b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8983dd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a08a05
     0.01%  p2pd     p2pd               [.] time.Now
     0.01%  p2pd     p2pd               [.] runtime.mapassign_fast64ptr
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae8c1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995d935
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a616ffb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89912a00
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a710f23
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998001d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a83d3b0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1ca4c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898cb928
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b73ee
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa00079
     0.01%  p2pd     p2pd               [.] context.(*cancelCtx).propagateCancel
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f041
     0.01%  p2pd     p2pd               [.] runtime.dodeltimer0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae653
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7e4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec84e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b6999c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fd42
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c60232
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dba2c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b7452
     0.01%  p2pd     [nf_conntrack]     [k] nf_confirm
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899657bc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9fbd6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89971a95
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7419a6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed38f
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p-kad-dht/internal.StartSpan
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1dca5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d71f2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73f464
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa018a7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd6f50
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89953051
     0.01%  p2pd     p2pd               [.] encoding/xml.(*Decoder).unmarshal
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899467ff
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899834c7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6fac80
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73f34e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07140
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952d38
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89972225
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae648
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b0c30
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89958daf
     0.01%  p2pd     p2pd               [.] go:(*struct { *net.TCPConn; github.com/multiformats/go-multiaddr/net.maEndpoints }).Write
     0.01%  p2pd     p2pd               [.] reflect.(*rtype).NumMethod
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a701c6c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0a15
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d4b2a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a73f47c
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/protocol/circuitv2/client.(*Listener).Multiaddr
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998b478
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8c52f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964eb0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6e7966
     0.01%  p2pd     [vdso]             [.] 0x0000000000000b09
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a701ff0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b7290d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0e7a0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9373c0
     0.01%  p2pd     p2pd               [.] net/http.(*Client).do
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa00173
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8191f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8ac4ad
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5c352
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa0017b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8985e6a1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89971991
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89862444
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964f73
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec14b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5de600
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6d4af8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9362d6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25e0d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89949bd0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898a2710
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91c47f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa00069
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997aaf1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a898bda
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a09021
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899efe9a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a898a9c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f4fc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89972190
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec7f5
     0.01%  p2pd     p2pd               [.] sync.(*RWMutex).Lock
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8da4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e65f0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ee3ab
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89b541
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a9ab
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89944895
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a91d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a87ed81
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898a0739
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964ebd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89958e30
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c3d5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952d43
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89948e85
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e9d3
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ae4630
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8a441
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c415
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f635
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899534b0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995ccc2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89948df5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899efe85
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a917c2f
     0.01%  p2pd     p2pd               [.] runtime.(*scavengerState).wake
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89813928
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c36c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed5e6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990cb3c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952545
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a744
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c0cf
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92f047
     0.01%  p2pd     [vdso]             [.] 0x0000000000000b81
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898717d2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a06e83
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f0df
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89978c09
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c3cc
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a776
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8da1
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89971976
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec8ce
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fe8a
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995bfe0
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92ea30
     0.00%  p2pd     [vdso]             [.] 0x0000000000000b4d
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9363d5
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ca9a2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89862375
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952d2d
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89861d55
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93644e
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a921
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b878cc
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69a38
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898a073c
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89945565
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f12a
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25d3f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07fb6
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89958e01
     0.00%  p2pd     p2pd               [.] time.now
     0.00%  p2pd     p2pd               [.] runtime.(*stackScanState).getPtr
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f122
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa0016b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c02e
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92ec00
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a733
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa00190
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8ac4b2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f064
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997217f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89c112
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89943c5a
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a9eb
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed382
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed370
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c10f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fd15
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952cc5
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a92c
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89947784
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89958df2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed971
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92ec60
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952657
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89862d
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899260df
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c42d
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25e0f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c058
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07fe2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f33a
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f020
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89965567
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ee3a4
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5ec27
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69a11
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fb1b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fc17
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a93645b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91c4a4
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89978be5
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92ed8f
     0.00%  p2pd     [vdso]             [.] 0x0000000000000b3d
     0.00%  p2pd     [vdso]             [.] 0x0000000000000b56
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89943015
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5ebf6
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899653d9
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92ed98
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c24e
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a7e8
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899651d0
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997701b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69a28
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f5be
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c626
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c420
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b713a8
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec80e
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b87834
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f37b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8ac4b5
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a738
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89950cb5
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89980039
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89972047
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8983f4
     0.00%  p2pd     p2pd               [.] runtime.gcBgMarkWorker.func2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd4210
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a895bba
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ee41b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89971b1f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e93e
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89912a4e
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92ec4f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a08b0f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec890
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b87a55
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a8a1
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e660e
